name	pronounciation	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl
connoisseur	7358	12770	0	0	0	0	0	
complacency	7290	12771	0	0	0	0	0	
ethnography	0	12772	0	0	0	0	0	
netting	0	12773	0	0	0	0	0	
micro	0	12774	0	0	0	0	0	
swat	0	12775	0	0	0	0	0	
emblazon	0	12776	0	0	0	0	0	
lengthwise	0	12777	0	0	0	0	0	
stimulant	12093	12778	0	0	0	0	0	
somatic	0	12779	0	0	0	0	0	
optic	10337	12780	0	0	0	0	0	
insertion	0	12781	0	0	0	0	0	
inflatable	9292	12782	0	0	0	0	0	
lander	0	12783	0	0	0	0	0	
judgement	0	12784	0	0	0	0	0	
seawater	0	12785	0	0	0	0	0	
read	426	309	0	0	0	0	0	
streamlined	12129	12786	0	0	0	0	0	
jokingly	0	12787	0	0	0	0	0	
nomad	10224	12788	0	0	0	0	0	
sleepless	11850	12789	0	0	0	0	0	
gall	8641	12790	0	0	0	0	0	
skunk	0	12791	0	0	0	0	0	
doubling	0	12792	0	0	0	0	0	
coldly	0	12793	0	0	0	0	0	
soot	11932	12794	0	0	0	0	0	
yam	0	12795	0	0	0	0	0	
modular	0	12796	0	0	0	0	0	
inextricably	9275	12797	0	0	0	0	0	
archipelago	0	12798	0	0	0	0	0	
congested	7349	12799	0	0	0	0	0	
nimble	10216	12800	0	0	0	0	0	
gale	8640	12801	0	0	0	0	0	
feverish	8396	12802	0	0	0	0	0	
Labour	0	12803	0	0	0	0	0	
interviewee	9396	12804	0	0	0	0	0	
secession	11647	12805	0	0	0	0	0	
dehydration	0	12806	0	0	0	0	0	
desirability	0	12807	0	0	0	0	0	
religiosity	0	12808	0	0	0	0	0	
soloist	11922	12809	0	0	0	0	0	
uplifting	12813	12810	0	0	0	0	0	
divergence	0	12811	0	0	0	0	0	
karate	9523	12812	0	0	0	0	0	
accordion	6139	12813	0	0	0	0	0	
misplace	0	12814	0	0	0	0	0	
eyesight	8307	12815	0	0	0	0	0	
extol	8294	12816	0	0	0	0	0	
tenacious	12356	12817	0	0	0	0	0	
tenacity	12357	12818	0	0	0	0	0	
checker	0	12819	0	0	0	0	0	
freshness	0	12820	0	0	0	0	0	
befall	6631	12821	0	0	0	0	0	
custodian	7577	12822	0	0	0	0	0	
genealogy	0	12823	0	0	0	0	0	
likable	0	12824	0	0	0	0	0	
countdown	7455	12825	0	0	0	0	0	
incessant	9203	12826	0	0	0	0	0	
rotating	0	12827	0	0	0	0	0	
couture	7472	12828	0	0	0	0	0	
tinge	12435	12829	0	0	0	0	0	
spinning	0	12830	0	0	0	0	0	
stationery	12064	12831	0	0	0	0	0	
corrugated	7448	12832	0	0	0	0	0	
sumptuous	12202	12833	0	0	0	0	0	
featured	0	12834	0	0	0	0	0	
grouse	8813	12835	0	0	0	0	0	
decaying	0	12836	0	0	0	0	0	
dumping	0	12837	0	0	0	0	0	
newsstand	0	12838	0	0	0	0	0	
panda	10475	12839	0	0	0	0	0	
vogue	6020	12840	0	0	0	0	0	
pale	2567	2592	0	0	0	0	0	
crucifix	0	12841	0	0	0	0	0	
federalism	8363	12842	0	0	0	0	0	
sap	11539	12843	0	0	0	0	0	
nondescript	0	12844	0	0	0	0	0	
disrespect	0	12845	0	0	0	0	0	
commandment	0	12846	0	0	0	0	0	
sash	0	12847	0	0	0	0	0	
intricacy	0	12848	0	0	0	0	0	
fireball	0	12849	0	0	0	0	0	
rowdy	11477	12850	0	0	0	0	0	
turban	0	12851	0	0	0	0	0	
attached	3284	12852	0	0	0	0	0	
anal	6312	12853	0	0	0	0	0	
jobless	4635	12854	0	0	0	0	0	
virginity	0	12855	0	0	0	0	0	
blankly	0	12856	0	0	0	0	0	
spherical	0	12857	0	0	0	0	0	
maroon	9857	12858	0	0	0	0	0	
edifice	8064	12859	0	0	0	0	0	
doorman	0	12860	0	0	0	0	0	
trusting	12562	12861	0	0	0	0	0	
undefeated	0	12862	0	0	0	0	0	
deformed	0	12863	0	0	0	0	0	
epithet	0	12864	0	0	0	0	0	
awry	0	12865	0	0	0	0	0	
fudge	8605	12866	0	0	0	0	0	
noose	10228	12867	0	0	0	0	0	
snuff	11906	12868	0	0	0	0	0	
cinder	0	12869	0	0	0	0	0	
odyssey	10301	12870	0	0	0	0	0	
grandiose	8762	12871	0	0	0	0	0	
outside	377	743	0	0	0	0	0	
unequivocally	0	12872	0	0	0	0	0	
supple	12226	12873	0	0	0	0	0	
scourge	11613	12874	0	0	0	0	0	
spontaneity	11996	12875	0	0	0	0	0	
throes	12411	12876	0	0	0	0	0	
austerity	6507	12877	0	0	0	0	0	
belie	6642	12878	0	0	0	0	0	
unworthy	12801	12879	0	0	0	0	0	
infrequent	9304	12880	0	0	0	0	0	
comical	7267	12881	0	0	0	0	0	
smelly	11875	12882	0	0	0	0	0	
squirt	12032	12883	0	0	0	0	0	
sweeten	12257	12884	0	0	0	0	0	
removable	0	12885	0	0	0	0	0	
minnow	0	12886	0	0	0	0	0	
ranked	0	12887	0	0	0	0	0	
wasteland	12987	12888	0	0	0	0	0	
vocalist	12930	12889	0	0	0	0	0	
outfitter	0	12890	0	0	0	0	0	
fraternal	0	12891	0	0	0	0	0	
martyrdom	0	12892	0	0	0	0	0	
compressor	0	12893	0	0	0	0	0	
naturalistic	0	12894	0	0	0	0	0	
filler	8413	12895	0	0	0	0	0	
sympathizer	12279	12896	0	0	0	0	0	
spate	11960	12897	0	0	0	0	0	
hairstyle	8854	12898	0	0	0	0	0	
inexplicably	0	12899	0	0	0	0	0	
apologetic	6375	12900	0	0	0	0	0	
annex	6337	12901	0	0	0	0	0	
intone	9406	12902	0	0	0	0	0	
repayment	5352	12903	0	0	0	0	0	
categorical	7017	12904	0	0	0	0	0	
diligence	0	12905	0	0	0	0	0	
throb	12410	12906	0	0	0	0	0	
loner	9718	12907	0	0	0	0	0	
enslave	0	12908	0	0	0	0	0	
hoard	8994	12909	0	0	0	0	0	
bleach	6718	12910	0	0	0	0	0	
nourishment	10246	12911	0	0	0	0	0	
puncture	11013	12912	0	0	0	0	0	
cheery	7094	12913	0	0	0	0	0	
drove	0	12914	0	0	0	0	0	
overlay	10422	12915	0	0	0	0	0	
every	166	159	0	0	0	0	0	
distinguishing	0	12916	0	0	0	0	0	
discord	7838	12917	0	0	0	0	0	
schoolhouse	0	12918	0	0	0	0	0	
icing	9108	12919	0	0	0	0	0	
anyplace	0	12920	0	0	0	0	0	
restrained	11363	12921	0	0	0	0	0	
fictitious	8402	12922	0	0	0	0	0	
embankment	8095	12923	0	0	0	0	0	
ripen	11437	12924	0	0	0	0	0	
methodical	9971	12925	0	0	0	0	0	
blacksmith	6709	12926	0	0	0	0	0	
restraining	0	12927	0	0	0	0	0	
interdependent	0	12928	0	0	0	0	0	
conceptually	0	12929	0	0	0	0	0	
induct	0	12930	0	0	0	0	0	
bridal	6832	12931	0	0	0	0	0	
consequent	7366	12932	0	0	0	0	0	
riverbank	0	12933	0	0	0	0	0	
audiotape	0	12934	0	0	0	0	0	
pummel	0	12935	0	0	0	0	0	
fearsome	8359	12936	0	0	0	0	0	
discouraging	0	12937	0	0	0	0	0	
grading	0	12938	0	0	0	0	0	
affluence	0	12939	0	0	0	0	0	
documented	0	12940	0	0	0	0	0	
Kenyan	2361	12941	0	0	0	0	0	
throbbing	0	12942	0	0	0	0	0	
Nordic	10230	12943	0	0	0	0	0	
dabble	7594	12944	0	0	0	0	0	
Pulitzer	0	12945	0	0	0	0	0	
tycoon	12601	12946	0	0	0	0	0	
blower	0	12947	0	0	0	0	0	
agility	0	12948	0	0	0	0	0	
shyness	0	12949	0	0	0	0	0	
stagnation	0	12950	0	0	0	0	0	
definitively	0	12951	0	0	0	0	0	
huff	9068	12952	0	0	0	0	0	
concomitant	0	12953	0	0	0	0	0	
molasses	0	12954	0	0	0	0	0	
wobbly	13076	12955	0	0	0	0	0	
meaty	0	12956	0	0	0	0	0	
additive	6170	12957	0	0	0	0	0	
indignant	9247	12958	0	0	0	0	0	
greenery	8787	12959	0	0	0	0	0	
smolder	0	12960	0	0	0	0	0	
gauze	0	12961	0	0	0	0	0	
nuts	0	12962	0	0	0	0	0	
escalator	0	12963	0	0	0	0	0	
dizziness	0	12964	0	0	0	0	0	
brazen	6820	12965	0	0	0	0	0	
Basque	0	12966	0	0	0	0	0	
innuendo	9329	12967	0	0	0	0	0	
howling	0	12968	0	0	0	0	0	
medallion	0	12969	0	0	0	0	0	
pot	2643	1990	0	0	0	0	0	
quickest	0	12970	0	0	0	0	0	
speculator	11973	12971	0	0	0	0	0	
undeniably	0	12972	0	0	0	0	0	
infraction	0	12973	0	0	0	0	0	
adaptable	6164	12974	0	0	0	0	0	
malfunction	9801	12975	0	0	0	0	0	
retina	11378	12976	0	0	0	0	0	
botanist	6789	12977	0	0	0	0	0	
trailhead	0	12978	0	0	0	0	0	
qualm	11044	12979	0	0	0	0	0	
sentry	11688	12980	0	0	0	0	0	
rigidity	0	12981	0	0	0	0	0	
Trojan	0	12982	0	0	0	0	0	
founder	2183	2476	0	0	0	0	0	
cosmological	0	12983	0	0	0	0	0	
deft	7667	12984	0	0	0	0	0	
hairdresser	8853	12985	0	0	0	0	0	
ballast	6567	12986	0	0	0	0	0	
misinformation	0	12987	0	0	0	0	0	
sickening	11786	12988	0	0	0	0	0	
impunity	9188	12989	0	0	0	0	0	
landscape	2375	1642	0	0	0	0	0	
cower	0	12990	0	0	0	0	0	
swagger	12246	12991	0	0	0	0	0	
outage	0	12992	0	0	0	0	0	
rightfully	0	12993	0	0	0	0	0	
reprimand	11318	12994	0	0	0	0	0	
clock	1869	2338	0	0	0	0	0	
walleye	0	12995	0	0	0	0	0	
etching	0	12996	0	0	0	0	0	
mainframe	9791	12997	0	0	0	0	0	
mercenary	9947	12998	0	0	0	0	0	
unduly	12680	12999	0	0	0	0	0	
emblematic	0	13000	0	0	0	0	0	
corral	0	13001	0	0	0	0	0	
spoonful	12000	13002	0	0	0	0	0	
courteous	7466	13003	0	0	0	0	0	
ballplayer	0	13004	0	0	0	0	0	
caseworker	0	13005	0	0	0	0	0	
overworked	0	13006	0	0	0	0	0	
frenzied	8578	13007	0	0	0	0	0	
individualistic	0	13008	0	0	0	0	0	
carpeting	0	13009	0	0	0	0	0	
marketable	9850	13010	0	0	0	0	0	
eureka	0	13011	0	0	0	0	0	
infringe	9305	13012	0	0	0	0	0	
synergy	0	13013	0	0	0	0	0	
Pentecostal	0	13014	0	0	0	0	0	
jurisprudence	0	13015	0	0	0	0	0	
extravaganza	8298	13016	0	0	0	0	0	
collagen	7245	13017	0	0	0	0	0	
right	0	176	0	0	0	0	0	
Zionist	13144	13018	0	0	0	0	0	
unsatisfactory	12759	13019	0	0	0	0	0	
repeating	0	13020	0	0	0	0	0	
accelerating	0	13021	0	0	0	0	0	
rationally	0	13022	0	0	0	0	0	
Spanish	2881	1966	0	0	0	0	0	
fleshy	0	13023	0	0	0	0	0	
capitol	0	13024	0	0	0	0	0	
flavorful	0	13025	0	0	0	0	0	
subtest	0	13026	0	0	0	0	0	
besiege	3354	13027	0	0	0	0	0	
housekeeping	9059	13028	0	0	0	0	0	
regenerate	11241	13029	0	0	0	0	0	
contemplative	0	13030	0	0	0	0	0	
sterilize	12085	13031	0	0	0	0	0	
normalcy	0	13032	0	0	0	0	0	
heron	0	13033	0	0	0	0	0	
cataract	7012	13034	0	0	0	0	0	
screaming	0	13035	0	0	0	0	0	
carcinogen	0	13036	0	0	0	0	0	
leaky	0	13037	0	0	0	0	0	
opportunistic	10332	13038	0	0	0	0	0	
crystalline	0	13039	0	0	0	0	0	
eavesdrop	8046	13040	0	0	0	0	0	
cylindrical	0	13041	0	0	0	0	0	
luscious	9758	13042	0	0	0	0	0	
masonry	0	13043	0	0	0	0	0	
pelvic	10584	13044	0	0	0	0	0	
sonar	0	13045	0	0	0	0	0	
macroeconomic	9771	13046	0	0	0	0	0	
laughing	0	13047	0	0	0	0	0	
tram	12497	13048	0	0	0	0	0	
epidemiology	0	13049	0	0	0	0	0	
propane	0	13050	0	0	0	0	0	
succeeding	0	13051	0	0	0	0	0	
roundup	11472	13052	0	0	0	0	0	
thickly	0	13053	0	0	0	0	0	
rekindle	11263	13054	0	0	0	0	0	
intuitively	0	13055	0	0	0	0	0	
tireless	12442	13056	0	0	0	0	0	
blip	6725	13057	0	0	0	0	0	
hypnotic	9098	13058	0	0	0	0	0	
stocky	12103	13059	0	0	0	0	0	
saunter	11557	13060	0	0	0	0	0	
reprisal	11320	13061	0	0	0	0	0	
twin	3031	2114	0	0	0	0	0	
plunk	0	13062	0	0	0	0	0	
crystallize	7548	13063	0	0	0	0	0	
jogging	0	13064	0	0	0	0	0	
strident	12136	13065	0	0	0	0	0	
harmonize	8893	13066	0	0	0	0	0	
blocked	0	13067	0	0	0	0	0	
anti	0	13068	0	0	0	0	0	
industrialist	9262	13069	0	0	0	0	0	
measuring	0	13070	0	0	0	0	0	
severance	0	13071	0	0	0	0	0	
exhausting	0	13072	0	0	0	0	0	
mannequin	0	13073	0	0	0	0	0	
arbiter	6401	13074	0	0	0	0	0	
cultivar	0	13075	0	0	0	0	0	
invincible	9432	13076	0	0	0	0	0	
corollary	0	13077	0	0	0	0	0	
adobe	0	13078	0	0	0	0	0	
zealot	0	13079	0	0	0	0	0	
semen	11674	13080	0	0	0	0	0	
Cambodian	0	13081	0	0	0	0	0	
ember	0	13082	0	0	0	0	0	
putter	11033	13083	0	0	0	0	0	
ebb	8047	13084	0	0	0	0	0	
ascending	0	13085	0	0	0	0	0	
fallacy	8325	13086	0	0	0	0	0	
rubbish	5425	13087	0	0	0	0	0	
shale	11719	13088	0	0	0	0	0	
oblique	10274	13089	0	0	0	0	0	
jingle	4634	13090	0	0	0	0	0	
forlorn	8547	13091	0	0	0	0	0	
eatery	0	13092	0	0	0	0	0	
selfishness	0	13093	0	0	0	0	0	
exonerate	0	13094	0	0	0	0	0	
rattlesnake	0	13095	0	0	0	0	0	
radish	0	13096	0	0	0	0	0	
nectar	10180	13097	0	0	0	0	0	
disappearing	0	13098	0	0	0	0	0	
dialysis	0	13099	0	0	0	0	0	
shyly	0	13100	0	0	0	0	0	
dismissive	7866	13101	0	0	0	0	0	
bayonet	6612	13102	0	0	0	0	0	
resolute	11347	13103	0	0	0	0	0	
amnesia	0	13104	0	0	0	0	0	
poplar	10805	13105	0	0	0	0	0	
celibacy	0	13106	0	0	0	0	0	
unremarkable	0	13107	0	0	0	0	0	
blistering	6729	13108	0	0	0	0	0	
toaster	0	13109	0	0	0	0	0	
frosted	0	13110	0	0	0	0	0	
asymmetry	0	13111	0	0	0	0	0	
wallow	12967	13112	0	0	0	0	0	
stallion	12044	13113	0	0	0	0	0	
steely	12075	13114	0	0	0	0	0	
prudence	10986	13115	0	0	0	0	0	
video	1574	1002	0	0	0	0	0	
unfriendly	12696	13116	0	0	0	0	0	
jalapeno	0	13117	0	0	0	0	0	
flattened	0	13118	0	0	0	0	0	
real	427	281	0	0	0	0	0	
respectability	0	13119	0	0	0	0	0	
reflected	0	13120	0	0	0	0	0	
drapery	0	13121	0	0	0	0	0	
incinerator	9208	13122	0	0	0	0	0	
outpace	10389	13123	0	0	0	0	0	
vacation	5969	2326	0	0	0	0	0	
interchangeable	9378	13124	0	0	0	0	0	
aspen	6450	13125	0	0	0	0	0	
traumatize	12520	13126	0	0	0	0	0	
sonnet	11931	13127	0	0	0	0	0	
cameo	6942	13128	0	0	0	0	0	
excluding	8258	13129	0	0	0	0	0	
cobblestone	0	13130	0	0	0	0	0	
potted	0	13131	0	0	0	0	0	
rampage	11104	13132	0	0	0	0	0	
impotence	9176	13133	0	0	0	0	0	
scamper	0	13134	0	0	0	0	0	
slalom	11839	13135	0	0	0	0	0	
tranquility	0	13136	0	0	0	0	0	
dingy	0	13137	0	0	0	0	0	
gaudy	8662	13138	0	0	0	0	0	
condemned	7325	13139	0	0	0	0	0	
vanguard	12856	13140	0	0	0	0	0	
enchanted	0	13141	0	0	0	0	0	
hemp	8953	13142	0	0	0	0	0	
furrow	8624	13143	0	0	0	0	0	
hummingbird	0	13144	0	0	0	0	0	
ovary	10401	13145	0	0	0	0	0	
eradication	0	13146	0	0	0	0	0	
petrified	10641	13147	0	0	0	0	0	
waving	0	13148	0	0	0	0	0	
bode	6753	13149	0	0	0	0	0	
submerged	0	13150	0	0	0	0	0	
nomadic	10225	13151	0	0	0	0	0	
exasperation	0	13152	0	0	0	0	0	
secrete	11652	13153	0	0	0	0	0	
rebuttal	0	13154	0	0	0	0	0	
fixate	0	13155	0	0	0	0	0	
hustler	0	13156	0	0	0	0	0	
flunk	0	13157	0	0	0	0	0	
drab	7969	13158	0	0	0	0	0	
fleeing	0	13159	0	0	0	0	0	
enriched	0	13160	0	0	0	0	0	
denigrate	7699	13161	0	0	0	0	0	
pained	10456	13162	0	0	0	0	0	
salespeople	0	13163	0	0	0	0	0	
patriarchy	10546	13164	0	0	0	0	0	
philosophically	0	13165	0	0	0	0	0	
more	325	77	0	0	0	0	0	
stuffy	12149	13166	0	0	0	0	0	
wrest	13108	13167	0	0	0	0	0	
loafer	0	13168	0	0	0	0	0	
gripping	0	13169	0	0	0	0	0	
hiatus	0	13170	0	0	0	0	0	
misstep	0	13171	0	0	0	0	0	
chug	7132	13172	0	0	0	0	0	
restitution	0	13173	0	0	0	0	0	
metaphysics	0	13174	0	0	0	0	0	
calming	0	13175	0	0	0	0	0	
genitals	0	13176	0	0	0	0	0	
whittle	13038	13177	0	0	0	0	0	
cleanliness	7172	13178	0	0	0	0	0	
tint	12439	13179	0	0	0	0	0	
befit	6632	13180	0	0	0	0	0	
remission	11282	13181	0	0	0	0	0	
diversified	0	13182	0	0	0	0	0	
payer	10558	13183	0	0	0	0	0	
maniac	9823	13184	0	0	0	0	0	
ontological	0	13185	0	0	0	0	0	
antithesis	0	13186	0	0	0	0	0	
undulating	0	13187	0	0	0	0	0	
ouch	0	13188	0	0	0	0	0	
suede	12185	13189	0	0	0	0	0	
recitation	0	13190	0	0	0	0	0	
euphemism	8228	13191	0	0	0	0	0	
justified	4647	13192	0	0	0	0	0	
dismount	0	13193	0	0	0	0	0	
stipend	0	13194	0	0	0	0	0	
polygraph	0	13195	0	0	0	0	0	
spoiled	0	13196	0	0	0	0	0	
enumerate	0	13197	0	0	0	0	0	
ridiculously	11423	13198	0	0	0	0	0	
peacetime	10565	13199	0	0	0	0	0	
refurbish	11236	13200	0	0	0	0	0	
annual	654	1229	0	0	0	0	0	
masterful	0	13201	0	0	0	0	0	
practiced	0	13202	0	0	0	0	0	
lattice	0	13203	0	0	0	0	0	
ticking	0	13204	0	0	0	0	0	
truffle	12558	13205	0	0	0	0	0	
weld	13011	13206	0	0	0	0	0	
gatekeeper	0	13207	0	0	0	0	0	
mecca	9911	13208	0	0	0	0	0	
crippled	0	13209	0	0	0	0	0	
scanning	0	13210	0	0	0	0	0	
urinate	12826	13211	0	0	0	0	0	
acquired	0	13212	0	0	0	0	0	
elated	8076	13213	0	0	0	0	0	
null	0	13214	0	0	0	0	0	
thoroughfare	0	13215	0	0	0	0	0	
errant	0	13216	0	0	0	0	0	
spectacularly	0	13217	0	0	0	0	0	
laundering	0	13218	0	0	0	0	0	
concluding	0	13219	0	0	0	0	0	
quarter	1302	1264	0	0	0	0	0	
stub	12145	13220	0	0	0	0	0	
shattering	11733	13221	0	0	0	0	0	
compliant	0	13222	0	0	0	0	0	
thumbnail	0	13223	0	0	0	0	0	
aggressiveness	0	13224	0	0	0	0	0	
sponsored	11995	13225	0	0	0	0	0	
warped	0	13226	0	0	0	0	0	
presenter	5187	13227	0	0	0	0	0	
tantamount	12313	13228	0	0	0	0	0	
blight	6722	13229	0	0	0	0	0	
customized	0	13230	0	0	0	0	0	
actuality	6159	13231	0	0	0	0	0	
redhead	0	13232	0	0	0	0	0	
contentment	7398	13233	0	0	0	0	0	
trope	0	13234	0	0	0	0	0	
manicured	0	13235	0	0	0	0	0	
boating	6752	13236	0	0	0	0	0	
omelet	0	13237	0	0	0	0	0	
effortless	8069	13238	0	0	0	0	0	
paleontologist	0	13239	0	0	0	0	0	
bicker	6674	13240	0	0	0	0	0	
tenderly	0	13241	0	0	0	0	0	
bemoan	6649	13242	0	0	0	0	0	
clique	7190	13243	0	0	0	0	0	
pedophile	0	13244	0	0	0	0	0	
adversarial	0	13245	0	0	0	0	0	
cluttered	0	13246	0	0	0	0	0	
lingerie	9676	13247	0	0	0	0	0	
spinner	11985	13248	0	0	0	0	0	
savory	0	13249	0	0	0	0	0	
moisten	0	13250	0	0	0	0	0	
carnivore	0	13251	0	0	0	0	0	
bonnet	6768	13252	0	0	0	0	0	
piston	10696	13253	0	0	0	0	0	
palsy	0	13254	0	0	0	0	0	
meatball	0	13255	0	0	0	0	0	
lukewarm	9745	13256	0	0	0	0	0	
barbaric	6584	13257	0	0	0	0	0	
obsess	4957	13258	0	0	0	0	0	
racetrack	0	13259	0	0	0	0	0	
leaf	2382	1404	0	0	0	0	0	
wiper	0	13260	0	0	0	0	0	
paprika	0	13261	0	0	0	0	0	
marshmallow	0	13262	0	0	0	0	0	
offbeat	0	13263	0	0	0	0	0	
valued	0	13264	0	0	0	0	0	
lurid	9756	13265	0	0	0	0	0	
disinterested	0	13266	0	0	0	0	0	
acquiesce	0	13267	0	0	0	0	0	
kinetic	0	13268	0	0	0	0	0	
sticking	0	13269	0	0	0	0	0	
brewery	6830	13270	0	0	0	0	0	
pelt	10583	13271	0	0	0	0	0	
inferiority	0	13272	0	0	0	0	0	
musket	10141	13273	0	0	0	0	0	
laureate	0	13274	0	0	0	0	0	
bubbly	6863	13275	0	0	0	0	0	
puck	0	13276	0	0	0	0	0	
cleat	0	13277	0	0	0	0	0	
woodwork	13084	13278	0	0	0	0	0	
disservice	0	13279	0	0	0	0	0	
pueblo	0	13280	0	0	0	0	0	
peppermint	10595	13281	0	0	0	0	0	
greased	0	13282	0	0	0	0	0	
anguished	6332	13283	0	0	0	0	0	
droop	7994	13284	0	0	0	0	0	
unzip	0	13285	0	0	0	0	0	
goalie	0	13286	0	0	0	0	0	
tome	12455	13287	0	0	0	0	0	
outlandish	10384	13288	0	0	0	0	0	
satanic	11547	13289	0	0	0	0	0	
coed	0	13290	0	0	0	0	0	
invocation	0	13291	0	0	0	0	0	
craftsmanship	7488	13292	0	0	0	0	0	
objectionable	0	13293	0	0	0	0	0	
Scotch	11609	13294	0	0	0	0	0	
blazing	0	13295	0	0	0	0	0	
skipper	5565	13296	0	0	0	0	0	
scalpel	0	13297	0	0	0	0	0	
paraphernalia	10503	13298	0	0	0	0	0	
underclass	12648	13299	0	0	0	0	0	
blacken	6705	13300	0	0	0	0	0	
sterling	1465	13301	0	0	0	0	0	
rye	11511	13302	0	0	0	0	0	
belt	1760	2163	0	0	0	0	0	
acceptability	0	13303	0	0	0	0	0	
accolade	6134	13304	0	0	0	0	0	
bogey	6755	13305	0	0	0	0	0	
hushed	9087	13306	0	0	0	0	0	
incubator	0	13307	0	0	0	0	0	
recast	0	13308	0	0	0	0	0	
poodle	10802	13309	0	0	0	0	0	
twine	0	13310	0	0	0	0	0	
potion	10837	13311	0	0	0	0	0	
hoot	9030	13312	0	0	0	0	0	
poacher	0	13313	0	0	0	0	0	
airman	6241	13314	0	0	0	0	0	
subsume	0	13315	0	0	0	0	0	
lucid	9740	13316	0	0	0	0	0	
meteorologist	0	13317	0	0	0	0	0	
drafting	0	13318	0	0	0	0	0	
tic	0	13319	0	0	0	0	0	
sorority	0	13320	0	0	0	0	0	
forthright	8553	13321	0	0	0	0	0	
fleck	8466	13322	0	0	0	0	0	
louse	9731	13323	0	0	0	0	0	
exponentially	0	13324	0	0	0	0	0	
refuel	11235	13325	0	0	0	0	0	
raincoat	11090	13326	0	0	0	0	0	
underage	0	13327	0	0	0	0	0	
scrapbook	0	13328	0	0	0	0	0	
varnish	12864	13329	0	0	0	0	0	
retrain	11382	13330	0	0	0	0	0	
consumerism	0	13331	0	0	0	0	0	
outlying	10387	13332	0	0	0	0	0	
sadistic	11518	13333	0	0	0	0	0	
condensed	0	13334	0	0	0	0	0	
wart	12982	13335	0	0	0	0	0	
bingo	6688	13336	0	0	0	0	0	
wryly	0	13337	0	0	0	0	0	
devaluation	0	13338	0	0	0	0	0	
philanthropic	0	13339	0	0	0	0	0	
homophobia	9016	13340	0	0	0	0	0	
directional	0	13341	0	0	0	0	0	
earnestly	8041	13342	0	0	0	0	0	
scum	11631	13343	0	0	0	0	0	
annexation	0	13344	0	0	0	0	0	
moisturizer	10056	13345	0	0	0	0	0	
moron	0	13346	0	0	0	0	0	
uptown	12822	13347	0	0	0	0	0	
charged	7073	13348	0	0	0	0	0	
heinous	0	13349	0	0	0	0	0	
insulated	0	13350	0	0	0	0	0	
roach	2779	13351	0	0	0	0	0	
slider	0	13352	0	0	0	0	0	
saver	11560	13353	0	0	0	0	0	
depreciation	0	13354	0	0	0	0	0	
jerky	9481	13355	0	0	0	0	0	
Scot	5473	13356	0	0	0	0	0	
spurn	12016	13357	0	0	0	0	0	
unwarranted	12793	13358	0	0	0	0	0	
acquittal	6153	13359	0	0	0	0	0	
lyric	4762	13360	0	0	0	0	0	
predetermined	0	13361	0	0	0	0	0	
transformative	0	13362	0	0	0	0	0	
pander	10476	13363	0	0	0	0	0	
motivator	0	13364	0	0	0	0	0	
wistful	13069	13365	0	0	0	0	0	
turnip	12587	13366	0	0	0	0	0	
entomologist	0	13367	0	0	0	0	0	
boater	0	13368	0	0	0	0	0	
filth	8417	13369	0	0	0	0	0	
avenge	6520	13370	0	0	0	0	0	
unfurl	12698	13371	0	0	0	0	0	
autistic	0	13372	0	0	0	0	0	
slimy	0	13373	0	0	0	0	0	
slat	0	13374	0	0	0	0	0	
anarchist	6317	13375	0	0	0	0	0	
pulsar	11007	13376	0	0	0	0	0	
pissed	10695	13377	0	0	0	0	0	
retriever	0	13378	0	0	0	0	0	
interrogator	0	13379	0	0	0	0	0	
locust	9708	13380	0	0	0	0	0	
strikeout	0	13381	0	0	0	0	0	
breakout	0	13382	0	0	0	0	0	
panoramic	10482	13383	0	0	0	0	0	
scavenger	0	13384	0	0	0	0	0	
mottled	0	13385	0	0	0	0	0	
condensation	0	13386	0	0	0	0	0	
grasshopper	0	13387	0	0	0	0	0	
tonal	0	13388	0	0	0	0	0	
tongs	0	13389	0	0	0	0	0	
sacramental	0	13390	0	0	0	0	0	
mousse	10108	13391	0	0	0	0	0	
perfectionism	0	13392	0	0	0	0	0	
unforeseen	12693	13393	0	0	0	0	0	
redistribute	11211	13394	0	0	0	0	0	
suction	0	13395	0	0	0	0	0	
overarching	0	13396	0	0	0	0	0	
ordination	10353	13397	0	0	0	0	0	
edict	8063	13398	0	0	0	0	0	
queasy	0	13399	0	0	0	0	0	
masturbation	0	13400	0	0	0	0	0	
corny	0	13401	0	0	0	0	0	
crux	0	13402	0	0	0	0	0	
serotonin	0	13403	0	0	0	0	0	
meet	314	265	0	0	0	0	0	
fissure	0	13404	0	0	0	0	0	
tortured	0	13405	0	0	0	0	0	
winnings	13065	13406	0	0	0	0	0	
impervious	0	13407	0	0	0	0	0	
humanism	9071	13408	0	0	0	0	0	
libel	4701	13409	0	0	0	0	0	
confidant	0	13410	0	0	0	0	0	
treetop	0	13411	0	0	0	0	0	
enticing	8180	13412	0	0	0	0	0	
clergyman	7179	13413	0	0	0	0	0	
molestation	0	13414	0	0	0	0	0	
bluegrass	0	13415	0	0	0	0	0	
gurney	0	13416	0	0	0	0	0	
disillusion	7857	13417	0	0	0	0	0	
slaying	0	13418	0	0	0	0	0	
defiantly	0	13419	0	0	0	0	0	
grounding	8810	13420	0	0	0	0	0	
sworn	0	13421	0	0	0	0	0	
exhort	8270	13422	0	0	0	0	0	
