name	pronounciation	pronounciationAm	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl	viewTime	viewInterval	easiness	TotalViewed	StartTime
chaos	['keɪɒs]		3279		Chaos is a state of extreme confusion and disorder. Putting a dozen dogs and a dozen cats in the same room would probably lead to utter chaos.					0	-2147483648	-2147483648	-2147483648	0
mechanical	[mə'kænɪkl]		3280	 mechanic mechanism	Use the adjective mechanical to describe something related to machinery or tools. If your car breaks down on the same day that your watch stops, you've got a lot of mechanical problems.					0	-2147483648	-2147483648	-2147483648	0
canvas	['kænvəs]		3281	 canvass	Canvas is a heavy, coarse fabric artists paint on. It's also used to make sails, shoes, tents, or comfy director's chairs. It's a full service fabric!					0	-2147483648	-2147483648	-2147483648	0
forty	['fɔːti]		3282	 forth fort foray	Whether you call it 40 or XL, you're talking about forty: the number between thirty-nine and forty-one.					0	-2147483648	-2147483648	-2147483648	0
lobby	['lɒbi]		3283	 lobbying hobby	A lobby is a large waiting room or reception area. If you're waiting for an appointment in a lobby, maybe you'll get lucky and find a good magazine or even a peppermint candy.					0	-2147483648	-2147483648	-2147483648	0
profound	[prə'faʊnd]		3284	 profoundly	"When you need a word that's deeper than ""deep,"" consider profound."					0	-2147483648	-2147483648	-2147483648	0
format	['fɔːmæt]		3285	 formal	In saving a new electronic document, you must choose a format, for instance PDF, Word doc, or XML, which dictates how the information is to be organized, displayed, and manipulated.					0	-2147483648	-2147483648	-2147483648	0
trait	[treɪt]		3286	 train trail tract transit traitor	"A trait is something about you that makes you ""you."" When your mother says that you get all your best traits from her, she means you have the same charming smile and the same brilliant mind as she has."					0	-2147483648	-2147483648	-2147483648	0
currency	['kʌrənsi]		3287	 currently current	Currency is the paper and coin money that a country uses to conduct business. The United States uses a currency that's made up of dollars, quarters, nickels, dimes, and pennies.					0	-2147483648	-2147483648	-2147483648	0
turkey	['tɜːki]		3288		A turkey is a big bird that looks a bit like a huge chicken. If you've ever celebrated Thanksgiving in the U.S. or Canada, you've probably seen the large fowl turkey cooked and taking center stage at the elaborate holiday meal.					0	-2147483648	-2147483648	-2147483648	0
reserve	[rɪ'zɜːv]		3289	 preserve reserved deserve reverse serve observe resolve	As a noun, reserve refers to the quality of a shy or modest person who doesn’t easily express his or her feelings. As a verb, to reserve is to stash something away or to set it aside for future use.					0	-2147483648	-2147483648	-2147483648	0
beam	[biːm]		3290	 team beat bear bean bead seam	A beam is a long board that's used to hold up a roof or doorway. The beams in your kitchen ceiling help support the upstairs floor just above it.					0	-2147483648	-2147483648	-2147483648	0
astronomer	[ə'strɒnəmə(r)]		3291	 astronomy astrologer	A scientist who studies the objects in the sky, including planets, galaxies, black holes, and stars, is called an astronomer.					0	-2147483648	-2147483648	-2147483648	0
corruption	[kə'rʌpʃn]		3292	 correction correlation conception corrupt disruption eruption	Corruption is dishonest actions that destroys people's trust in the person or group, like the news of corruption in how your bank is run, that makes you close your account and invest your money somewhere else.					0	-2147483648	-2147483648	-2147483648	0
contractor	[kən'træktə(r)]		3293	 contract contributor contraction conductor tractor	A contractor is someone who is hired to build something. As a contractor at a building site, it is highly recommended you keep your hard hat on at all times.					0	-2147483648	-2147483648	-2147483648	0
apologize	[ə'pɒlədʒaɪz]		3294		When you apologize you admit that you did something wrong, and you say you’re sorry. The point of apologizing is usually to clear the slate and explain why you did what you did.					0	-2147483648	-2147483648	-2147483648	0
doctrine	['dɒktrɪn]		3295		Doctrine means a belief or set of beliefs. The idea that a man named Jesus was the son of God is part of the Christian doctrine.					0	-2147483648	-2147483648	-2147483648	0
genuine	['dʒenjuɪn]		3296	 genuinely	Genuine things are true or authentic. When you're talking about people, being genuine has to do with being sincere.					0	-2147483648	-2147483648	-2147483648	0
thumb	[θʌm]		3297	 thump						0	-2147483648	-2147483648	-2147483648	0
unity	['juːnəti]		3298	 unit unite unify	Unity is being together or at one with someone or something. It's the opposite of being divided.					0	-2147483648	-2147483648	-2147483648	0
compromise	['kɒmprəmaɪz]		3299	 comprise compromising promise	A compromise is a way of settling differences by everybody making concessions. If you want to stay out until 10 and your friend wants to stay out until midnight, 11 is a good compromise.					0	-2147483648	-2147483648	-2147483648	0
horrible	['hɒrəbl]		3300	 terrible	The difference between bad and horrible is like the difference between an unpleasant dream and an awful nightmare.					0	-2147483648	-2147483648	-2147483648	0
behavioral	[bɪ'heɪvjərəl]		3301	 behavioural behavior						0	-2147483648	-2147483648	-2147483648	0
aviary			3301							0	-2147483648	-2147483648	-2147483648	0
exclusive	[ɪk'skluːsɪv]		3302	 exclusively excessive exclusion elusive inclusive	Exclusive means with limited access. The only way you might get reservations at one of the most exclusive restaurants in Los Angeles is to become friends with the maitre d', or become famous.					0	-2147483648	-2147483648	-2147483648	0
scatter	['skætə(r)]		3303	 shatter scattered matter latter platter batter scanner shutter flatter chatter	"If you hear someone shout ""Everybody scatter!” that person wants everyone to spread out and leave the area. Scatter is a verb that means ""to separate suddenly and spread out in different directions."""					0	-2147483648	-2147483648	-2147483648	0
commonly	['kɒmənli]		3304	 common	The adverb commonly is good for talking about something that usually or ordinarily happens. Mice, for example, are commonly afraid of cats.					0	-2147483648	-2147483648	-2147483648	0
convey	[kən'veɪ]		3305	 convoy convert convene	When you convey something, you carry or deliver it. Little Red Riding Hood conveyed a basket of muffins to her grandmother. Your sad smile might convey more about your feelings than words ever could.					0	-2147483648	-2147483648	-2147483648	0
twist	[twɪst]		3306	 twisted						0	-2147483648	-2147483648	-2147483648	0
complexity	[kəm'pleksəti]		3307	 complexion complexities completely complex	Is the movie simple or does it have lots of plot twists and intricate relationships between characters? If the latter is true, the movie's complexity makes it hard to understand.					0	-2147483648	-2147483648	-2147483648	0
fork	[fɔːk]		3308	 for work form folk pork fort ford	An eating utensil with several points or prongs is called a fork. If you aren't skilled at using chopsticks, you can ask the waiter at the Chinese restaurant to bring you a fork.					0	-2147483648	-2147483648	-2147483648	0
disk	[dɪsk]		3309	 disc skid risk desk dish dusk	A disk is a round, flat circle. The face of the clock on your kitchen wall is a disk.					0	-2147483648	-2147483648	-2147483648	0
relieve	[rɪ'liːv]		3310	 believe retrieve relief	To relieve is to ease a burden or take over for someone. An aspirin can relieve a headache, and a substitute can relieve the teacher who fell asleep on her desk after lunch.					0	-2147483648	-2147483648	-2147483648	0
suspicion	[sə'spɪʃn]		3311	 suspicious suspension	Suspicion is a feeling that something might be true. If your friends seem to be keeping a secret from you, you might have a suspicion that they are planning a surprise party for your birthday.					0	-2147483648	-2147483648	-2147483648	0
residence	['rezɪdəns]		3312	 residency resilience resident resistance resurgence	The house or apartment where you live is your place of residence. If you're house proud, it means you keep your residence nice and tidy.					0	-2147483648	-2147483648	-2147483648	0
shame	[ʃeɪm]		3313	 same share shake shape shade shave ashamed	Shame is a painful feeling that's a mix of regret, self-hate, and dishonor. A good person would feel shame if they cheated on a test or did something mean to a friend.					0	-2147483648	-2147483648	-2147483648	0
meaningful	['miːnɪŋfl]		3314	 meaning	Use the adjective meaningful to describe something that has a purpose, like a political rally for a cause you believe in strongly.					0	-2147483648	-2147483648	-2147483648	0
sidewalk	['saɪdwɔːk]		3315	 sideways						0	-2147483648	-2147483648	-2147483648	0
Olympics	[əʊ'lɪmpɪks]		3316	 Olympic						0	-2147483648	-2147483648	-2147483648	0
technological	[ˌteknə'lɒdʒɪkl]		3317		The adjective technological describes something that’s based in science and applied to everyday life to solve problems. If you network your computers at home to make it easier to share files, you’re using your technological skills.					0	-2147483648	-2147483648	-2147483648	0
signature	['sɪɡnətʃə(r)]		3318		When you sign your name in your own handwriting, that is your signature. Things you can put your signature on include checks, permission slips, letters, stays of execution, and declarations of independence.					0	-2147483648	-2147483648	-2147483648	0
pleasant	['pleznt]		3319	 peasant unpleasant pleasantly	Something pleasant is nice or enjoyable. Usually, a picnic in the park is considered a pleasant activity.					0	-2147483648	-2147483648	-2147483648	0
wow	[waʊ]		3320		When you wow your teacher, you get him really excited about your three paragraph essay. To wow is to impress.					0	-2147483648	-2147483648	-2147483648	0
suspend	[sə'spend]		3321	 suspended spend suspect	You can use the verb suspend any time you need to stop something. Whether it’s your judgment, a rule, or bus service, when you suspend it, you temporarily bring it to a halt.					0	-2147483648	-2147483648	-2147483648	0
rebel	['rebl]		3322	 reel revel	When you rebel against your parents by dying your hair green and staying out without calling, you are acting in a way that questions both their authority and their rules about what is right and acceptable.					0	-2147483648	-2147483648	-2147483648	0
frozen	['frəʊzn]		3323		Frozen liquids are so cold that they've become ice. Frozen orange juice makes a delicious homemade popsicle.					0	-2147483648	-2147483648	-2147483648	0
spouse	[spaʊs]		3324	 espouse	A spouse is your companion, your mate, your partner. In ye olden times, spouse was used as a verb meaning “to marry,” but nowadays, it functions as a noun referring to either husband or wife.					0	-2147483648	-2147483648	-2147483648	0
fluid	['fluːɪd]		3325		Something that is unstable or subject to change can be described as fluid. The fluid political situation in a particular country makes it unsafe to travel there, with the constant possibility of a violent uprising.					0	-2147483648	-2147483648	-2147483648	0
barrack			3325	 barracks barrage						0	-2147483648	-2147483648	-2147483648	0
pension	['penʃn]		3326	 tension pensioner passion mansion suspension	A pension is a regular payment, usually from a company you worked for, that allows you to survive without working after you retire.					0	-2147483648	-2147483648	-2147483648	0
resume	[rɪ'zjuːm]		3327	 presume	If you resume something, you start it again after stopping. You might resume singing an aria after breaking to spit out your gum.					0	-2147483648	-2147483648	-2147483648	0
barrister			3327	 barrier						0	-2147483648	-2147483648	-2147483648	0
theoretical	[ˌθɪə'retɪkl]		3328	 theoretically theological	Something theoretical is concerned with theories and hypotheses — it's not necessarily based on real life or meant to be applied to real life.					0	-2147483648	-2147483648	-2147483648	0
sodium	['səʊdiəm]		3329	 podium stadium						0	-2147483648	-2147483648	-2147483648	0
promotion	[prə'məʊʃn]		3330	 promotional probation production protection proportion projection	A promotion is a raise in pay or stature, or it's a way to raise the profile or attention of something. If you create an advertising promotion that increases sales of spray jeans in a can, for example, you might get a promotion to company vice-president.					0	-2147483648	-2147483648	-2147483648	0
delicate	['delɪkət]		3331	 dedicate delicately duplicate delineate delegate deliberate	Delicate things, like a flower, a necklace or someone’s feelings are fragile, easily broken and often quite beautiful.					0	-2147483648	-2147483648	-2147483648	0
forehead	['fɔːhed]		3332	 figurehead	Your forehead is the top part of your face, just below your hairline and above your eyebrows. If you have long bangs, they cover up most of your forehead.					0	-2147483648	-2147483648	-2147483648	0
rebuild	[ˌriː'bɪld]		3333	 builder build rebuilding						0	-2147483648	-2147483648	-2147483648	0
bounce	[baʊns]		3334	 ounce bouncy	Bounce is a word for an up and down movement or recovery — like a ball's bounce on the pavement or the stock market's rise after a crash.					0	-2147483648	-2147483648	-2147483648	0
electrical	[ɪ'lektrɪkl]		3335	 electric electricity electoral						0	-2147483648	-2147483648	-2147483648	0
hook	[hʊk]		3336	 look book cook hood hoop hoof	A hook is a curved piece of metal or other hard material that's used or pulling or holding something. A tow truck is equipped with a large hook to pull cars, and the fictional Captain Hook came equipped with an iron hook to pull off dastardly deeds.					-8586105184562546620	-1	-2147483648	0	-8586105184562546554
batsman			3336	 barman baseman						0	-2147483648	-2147483648	-2147483648	0
detective	[dɪ'tektɪv]		3337	 detection directive protective	Whether it's a police detective who investigates crimes or a private detective hired by a husband to uncover his wife's affair, a detective is someone whose job is to find out hard-to-get information.					0	-2147483648	-2147483648	-2147483648	0
traveler	['trævlə]		3338	 traveller travel trailer						0	-2147483648	-2147483648	-2147483648	0
click	[klɪk]		3339	 clock lick flick chick slick	A click is a sound like a sharp tap. Your dog might start barking excitedly every evening when he hears the click of your key turning in the lock. And you might click your computer mouse when you are excited about getting to another page on the web.					0	-2147483648	-2147483648	-2147483648	0
compensation	[ˌkɒmpen'seɪʃn]		3340	 competition complication compensate	"Compensation means ""making up for a something."" When a restaurant offers you a free dessert as compensation for messing up your dinner order, the hope is you will leave happy and come back again."					0	-2147483648	-2147483648	-2147483648	0
exit	['eksɪt]		3341	 exist edit emit	To exit is to go out of or leave a place. When an actor exits, he moves off the stage and out of sight of the audience.					0	-2147483648	-2147483648	-2147483648	0
attraction	[ə'trækʃn]		3342	 abstraction attractive traction extraction distraction attribution contraction attention attract fraction	The charm or special quality of something that draws you to it is its attraction. The attraction of a college might be its sports program, for example, or the attraction of a job might be its high pay.					0	-2147483648	-2147483648	-2147483648	0
dedicate	['dedɪkeɪt]		3343	 dedicated delicate indicate dedication	To dedicate is to assign, to commit or to give over. If you dedicate a song you’ve written to a friend, it means the song belongs to them. If you dedicate yourself to a project, it means you give yourself to it.					0	-2147483648	-2147483648	-2147483648	0
altogether	[ˌɔːltə'ɡeðə(r)]		3344	 together	If you're altogether certain, you know it for a fact. Since you're altogether sure that your calculations are correct, go ahead with the experiment. Please wear your goggles just in case.					0	-2147483648	-2147483648	-2147483648	0
pickup	['pɪkʌp]		3345							0	-2147483648	-2147483648	-2147483648	0
carve	[kɑːv]		3346	 crave carved care curve cave	When you cut a design into a piece of wood or marble, you carve it. Headstone engravers carve people's names and the dates of their births and deaths into gravestones.					0	-2147483648	-2147483648	-2147483648	0
needle	['niːdl]		3347	 needless	A needle is a small, pointed piece of metal that's used in medicine or sewing. When a tailor sews a button on your shirt or even when a doctor sews your skin back together, a needle is used.					0	-2147483648	-2147483648	-2147483648	0
belly	['beli]		3348	 bell bully jelly	Your belly is your stomach. If you have a belly ache, you have a pain in your abdomen.					0	-2147483648	-2147483648	-2147483648	0
scare	[skeə(r)]		3349	 scared scarce care share score stare scale scary spare scar scarf	Scare is a verb that means frighten or intimidate. You might be embarrassed to admit that you don't want to go to the beach with your friends because of how much seagulls scare you.					0	-2147483648	-2147483648	-2147483648	0
portfolio	[pɔːt'fəʊliəʊ]		3350		A portfolio is a large, flat briefcase used to hold papers and other loose materials, like maps or artwork. A portfolio is usually used to transport important documents, like examples of your graphic design work if you’re an artist.					0	-2147483648	-2147483648	-2147483648	0
shuttle	['ʃʌtl]		3351	 settle shuffle shutter	A shuttle runs between two or more places regularly. The benefit to staying at a hotel close to the airport is that you can take a shuttle, or a regular bus that travels back and forth, to catch your plane in the morning.					0	-2147483648	-2147483648	-2147483648	0
invisible	[ɪn'vɪzəbl]		3352	 visible	If you are invisible, you can't be seen with the naked eye, but you can do an awful lot of spying. When you do something embarrassing, you often wish you were invisible.					0	-2147483648	-2147483648	-2147483648	0
timing	['taɪmɪŋ]		3353							0	-2147483648	-2147483648	-2147483648	0
engagement	[ɪn'ɡeɪdʒmənt]		3354	 management	If you are a musician or performer and you arrange for a performance, then you have booked an engagement. You might stand in line for tickets when your favorite comedian books an engagement at the local theater.					0	-2147483648	-2147483648	-2147483648	0
ankle	['æŋkl]		3355	 angle	Your ankle connects your lower leg to your foot. The ankle is a joint that bends and swivels.					0	-2147483648	-2147483648	-2147483648	0
transaction	[træn'zækʃn]		3356	 transition translation traction	A transaction is any kind of action involved in conducting business, or an interaction between people. When you go to the bank, fill out a form, and deposit your paycheck, you make a transaction.					0	-2147483648	-2147483648	-2147483648	0
rescue	['reskjuː]		3357	 secure residue	When you rescue something, you save it from something bad — you come to the rescue. If Muffin, your kitten, is stuck in a tree, you can get out your ladder and climb up to rescue her.					0	-2147483648	-2147483648	-2147483648	0
counterpart	['kaʊntəpɑːt]		3358		If you leap tall buildings in a single bound for the Des Moines branch of your corporation, then your Metropolis counterpart might be Superman. That means you and Superman do similar jobs, but in different locations.					0	-2147483648	-2147483648	-2147483648	0
historically	[hɪ'stɒrɪkli]		3359	 historical	Anything that has happened historically has been going on for a long time. A historically accurate picture of a time portrays it just right. If your model of a 1950’s soda shop is historically accurate, your grandmother will love it.					0	-2147483648	-2147483648	-2147483648	0
firmly	['fɜːmli]		3360	 firstly						0	-2147483648	-2147483648	-2147483648	0
bin			3360	 bind						0	-2147483648	-2147483648	-2147483648	0
mild	[maɪld]		3361	 mind mile wild milk mill mold mid gild	A mild person is humble and meek — the opposite of bold. Mild things are also moderate in some way, like pleasantly mild weather or food that’s not spicy. Mild is the opposite of extreme. There’s nothing wild about mild.					0	-2147483648	-2147483648	-2147483648	0
rider	['raɪdə(r)]		3362	 ride river cider	"Riders are people who are in motion — riding bicycles, subways, horses, roller coasters and much more. Another kind of rider is a special list that comes, or ""rides along"" with a contract."					0	-2147483648	-2147483648	-2147483648	0
doll	[dɒl]		3363	 dolly roll poll dole toll dull	A doll is a toy that looks like a small person, often a baby. When kids play with dolls, they might dress them up, push them in toy strollers, and have pretend tea parties with them.					0	-2147483648	-2147483648	-2147483648	0
noon	[nuːn]		3364	 soon moon neon	Noon is twelve o'clock in the middle of the day. Many people sit down to eat lunch right at noon.					0	-2147483648	-2147483648	-2147483648	0
amid	[ə'mɪd]		3365	 maid aid acid mid avid						0	-2147483648	-2147483648	-2147483648	0
identical	[aɪ'dentɪkl]		3366		When you're looking for exact replicas, don't waste your time on snowflakes or fingerprints; no two are identical, or exactly the same.					0	-2147483648	-2147483648	-2147483648	0
precise	[prɪ'saɪs]		3367	 premise precisely promise praise precede	Precise means strictly correct or very exact. If you need something to be precise, like the positioning of a safety net for a stunt jump over a canyon, there's no room for error.					0	-2147483648	-2147483648	-2147483648	0
anxious	['æŋkʃəs]		3368		When you are anxious, you are very concerned or worried, but it can also refer to when you are quite interested in something. You might be anxious to improve your performance in math class after falling asleep during a big test.					0	-2147483648	-2147483648	-2147483648	0
structural	['strʌktʃərəl]		3369	 structure structured	When you're talking about something structural you're talking about the way it's built. The simple look of a building can mask its complex structural design.					0	-2147483648	-2147483648	-2147483648	0
residential	[ˌrezɪ'denʃl]		3370	 presidential resident	In the same way that an “industrial area” is a place of industry where people work, a residential area is made up of houses and apartment buildings — places where people reside.					0	-2147483648	-2147483648	-2147483648	0
diagnose	['daɪəɡnəʊz]		3371	 diagnosis diagnostic	If you diagnose a disease, you recognize it by the signs and symptoms your patient shows. Your high temperature and the green crud you keep coughing up will allow your doctor to diagnose your bronchitis.					0	-2147483648	-2147483648	-2147483648	0
carbohydrate	[ˌkɑːbəʊ'haɪdreɪt]		3372		The word carbohydrate refers to a compound of carbon, hydrogen, and oxygen that is a major source of energy for animals. Carbohydrates can be found in many foods — especially in a plate of spaghetti.					0	-2147483648	-2147483648	-2147483648	0
liberty	['lɪbəti]		3373	 liberal	Liberty is a kind of freedom, whether it's freedom from tyranny, freedom from confinement, or simply the freedom of choice.					0	-2147483648	-2147483648	-2147483648	0
poster	['pəʊstə(r)]		3374	 foster roster pollster booster plaster						0	-2147483648	-2147483648	-2147483648	0
theology	[θi'ɒlədʒi]		3375	 ideology theologian	Theology is the study of religion, plain and simple. Of course, religion isn’t simple, so theology covers a lot of subjects, like rituals, divine beings, the history of religions, and the concept of religious truth.					0	-2147483648	-2147483648	-2147483648	0
nonprofit	[ˌnɒn'prɒfɪt]		3376		A business or organization is nonprofit if its main purpose isn't making money for its owners. Nonprofit companies usually raise money for charities.					0	-2147483648	-2147483648	-2147483648	0
crawl	[krɔːl]		3377		To crawl is to move slowly across the floor on your hands and knees. Before they learn to walk, most babies crawl.					0	-2147483648	-2147483648	-2147483648	0
oxygen	['ɒksɪdʒən]		3378		Oxygen is air, the stuff we breathe, the thing that makes our lives possible. It is an element, a basic chemical found on the earth.					0	-2147483648	-2147483648	-2147483648	0
handsome	['hænsəm]		3379		If your father is described as handsome, it means he is good-looking, attractive in a classically masculine way. If your mother is also called handsome, it means while she's striking, if not exactly pretty.					0	-2147483648	-2147483648	-2147483648	0
sum	[sʌm]		3380	 slum	When you determine the sum, you add up all the numbers. When you sum something up, you focus on all of its important points.					0	-2147483648	-2147483648	-2147483648	0
provided	[prə'vaɪdɪd]		3381	 provide provider						0	-2147483648	-2147483648	-2147483648	0
businessman	['bɪznəsmæn]		3382	 businesswoman business						0	-2147483648	-2147483648	-2147483648	0
promising	['prɒmɪsɪŋ]		3383	 compromising processing						0	-2147483648	-2147483648	-2147483648	0
bloke			3383	 broke						0	-2147483648	-2147483648	-2147483648	0
conscious	['kɒnʃəs]		3384	 unconscious consciously	Conscious is an adjective that simply means alert and awake. If you fall from a tree and smack your head on the side of the wheelbarrow, there's a good chance you won't be conscious afterward.					0	-2147483648	-2147483648	-2147483648	0
determination	[dɪˌtɜːmɪ'neɪʃn]		3385	 termination denomination deterioration	Determination can be a decision, or the focus you need to get something done.					0	-2147483648	-2147483648	-2147483648	0
donor	['dəʊnə(r)]		3386	 door honor	A donor is a person who donates something of value to a person or an organization, especially a charity. A wealthy donor might leave her book collection to the local library in her will.					0	-2147483648	-2147483648	-2147483648	0
hers	[hɜːz]		3387	 her here hero herb herd						0	-2147483648	-2147483648	-2147483648	0
pastor	['pɑːstə(r)]		3388	 pastoral	A pastor is someone with the authority to lead religious services. Pastors lead church services and help others worship.					0	-2147483648	-2147483648	-2147483648	0
jazz	[dʒæz]		3389		Jazz, a form of instrumental and vocal music characterized by syncopated rhythms and informal improvisation, has been called America's only original art form. If you've ever listened to Louis Armstrong, Miles Davis, John Coltrane, or Thelonious Monk, jazz is what you're hearing.					0	-2147483648	-2147483648	-2147483648	0
opera	['ɒpərə]		3390	 operate	An opera is a theatrical piece that tells a story totally through the music. It consists of recitatives which provide the narrative plot line and elaborate chorus singing, along with duets and arias, which are the parts we most remember.					0	-2147483648	-2147483648	-2147483648	0
acquisition	[ˌækwɪ'zɪʃn]		3391		An acquisition is something you acquire—a book, a skill or if you are a mogul, a company. It describes things you have purchased, things you have learned, or things you have got.					0	-2147483648	-2147483648	-2147483648	0
pit	[pɪt]		3392	 tip spit pint pity						0	-2147483648	-2147483648	-2147483648	0
hug	[hʌɡ]		3393	 huge thug	To hug someone is to warmly embrace or grasp them with your arms. Some families hug each other all the time, while others save their hugs for special occasions.					0	-2147483648	-2147483648	-2147483648	0
wildlife	['waɪldlaɪf]		3394							0	-2147483648	-2147483648	-2147483648	0
punish	['pʌnɪʃ]		3395	 publish						0	-2147483648	-2147483648	-2147483648	0
equity	['ekwəti]		3396	 equality	Equity is the state or quality of being fair. In classrooms, it's important to establish equity as any hint of unfairness turns everyone against the teacher.					0	-2147483648	-2147483648	-2147483648	0
doorway	['dɔːweɪ]		3397		A doorway is the place through which you enter a room. Some doorways have actual doors, while others are merely arched openings into a room or building.					0	-2147483648	-2147483648	-2147483648	0
departure	[dɪ'pɑːtʃə(r)]		3398		A departure is the act of leaving somewhere. Think about an airport that has departure gates for outgoing passengers and an arrival area for people flying in.					0	-2147483648	-2147483648	-2147483648	0
elevator	['elɪveɪtə(r)]		3399	 elevate elevated elector	An elevator is a machine that carries passengers to higher and lower floors in a tall building. Even though you usually take the stairs to your apartment, when you're exhausted you might decide to take the elevator instead.					0	-2147483648	-2147483648	-2147483648	0
teenage	['tiːneɪdʒ]		3400	 teenager						0	-2147483648	-2147483648	-2147483648	0
guidance	['ɡaɪdns]		3401		Guidance can mean steering (like the navigation system in a satellite) or the act of providing direction (like a guidance counselor does).					0	-2147483648	-2147483648	-2147483648	0
happiness	['hæpinəs]		3402		Happiness is that feeling that comes over you when you know life is good and you can't help but smile. It's the opposite of sadness.					0	-2147483648	-2147483648	-2147483648	0
statue	['stætʃuː]		3403	 statute stature state status	To stand as still as a statue is to stand absolutely still, a statue being a sculpture, after all. A statue is a specific kind of sculpture, one that clearly represents a person, an animal, or other living creature.					0	-2147483648	-2147483648	-2147483648	0
pursuit	[pə'sjuːt]		3404	 pursue	In pursuit of happiness, man is prone to do many counterintuitive things: work much, sleep little, spend grandly, and complain often about what he has.					0	-2147483648	-2147483648	-2147483648	0
repair	[rɪ'peə(r)]		3405		To repair means to fix or mend something so that it is in good working order again. If you forget to put oil in your car and you blow the engine, it's going to cost you an awful lot to repair it.					0	-2147483648	-2147483648	-2147483648	0
decent	['diːsnt]		3406	 descent recent decency	The adjective decent means sufficient or acceptable. The local diner you like to frequent may not serve a four-star breakfast, but it probably has decent food.					0	-2147483648	-2147483648	-2147483648	0
gym	[dʒɪm]		3407		A gym is a building or room that's meant for playing indoor sports or exercising. You might go to the gym to pump iron, or you might go to the gym to see who else is pumping iron.					0	-2147483648	-2147483648	-2147483648	0
oral	['ɔːrəl]		3408	 moral coral oval	The word oral means having to do with the mouth or speaking. When you give an oral report in school, you stand in front of the class and talk.					0	-2147483648	-2147483648	-2147483648	0
clerk	[klɑːk]		3409		A clerk is an office worker who does various paper work and often keeps accounts of money or other details. An office clerk might answer the phone, file papers, or organize computer records.					0	-2147483648	-2147483648	-2147483648	0
envelope	['envələʊp]		3410		An envelope is something that envelops, or wraps around. It usually refers to the thing you stick a stamp on and snail mail.					0	-2147483648	-2147483648	-2147483648	0
reporting	[rɪ'pɔːtɪŋ]		3411	 sporting supporting						0	-2147483648	-2147483648	-2147483648	0
destination	[ˌdestɪ'neɪʃn]		3412	 designation denomination destruction domination desperation	Destination can describe where you are going, like a traveler whose destination is Paris, or a place that is known for a particular purpose, such as a hip new music club that's a destination for fans of indie rock.					0	-2147483648	-2147483648	-2147483648	0
fist	[fɪst]		3413	 sift first list fish fast fit mist						0	-2147483648	-2147483648	-2147483648	0
endorse	[ɪn'dɔːs]		3414		"To endorse is to give support to someone or something. ""I endorse this!"" means ""I think this is a good thing, and so should you."""					0	-2147483648	-2147483648	-2147483648	0
exploration	[ˌeksplə'reɪʃn]		3415	 exploitation explanation expectation explosion exploratory	An exploration is a trip, but it's more than just a vacation — it's going somewhere to examine and discover new things.					0	-2147483648	-2147483648	-2147483648	0
generous	['dʒenərəs]		3416	 generously	Generous people are the ones who give more than is expected of them. It's generous of your friend to take the couch and let you sleep in the bed when you stay over at her place. She didn't have to do that.					0	-2147483648	-2147483648	-2147483648	0
bath	[bɑːθ]		3417	 batch bathe both path math bat oath bash	The action of soaking or washing yourself in water is a bath. You might take a bubble bath to relax before bed after a stressful day.					0	-2147483648	-2147483648	-2147483648	0
thereby	[ˌðeə'baɪ]		3418	 whereby there therapy	"The adverb thereby shows cause and effect: ""She forgot to tie her shoes, thereby tripping and falling down the stairs."""					0	-2147483648	-2147483648	-2147483648	0
indicator	['ɪndɪkeɪtə(r)]		3419	 indicate indication indicative	"If you're familiar with the verb to ""indicate,"" then indicator should be no problem. An indicator points to, suggests, or shows something. The arrow on a street sign is an indicator telling you which way to go."					0	-2147483648	-2147483648	-2147483648	0
sunlight	['sʌnlaɪt]		3420	 slight						0	-2147483648	-2147483648	-2147483648	0
feedback	['fiːdbæk]		3421		When you give feedback, it means you offer a helpful response to someone's work or idea.					0	-2147483648	-2147483648	-2147483648	0
spectrum	['spektrəm]		3422		A spectrum is a broad range of similar things or qualities. Like the wide spectrum of political beliefs in this country, ranging anywhere from super conservative to uber-liberal and everything in between.					0	-2147483648	-2147483648	-2147483648	0
purple	['pɜːpl]		3423	 purpose	Purple is a shade that's a mixture of red and blue. If you are eating a grape Popsicle, get ready to spend a while with a purple tongue and lips.					0	-2147483648	-2147483648	-2147483648	0
laser	['leɪzə(r)]		3424	 later layer loser	A laser is a focused beam of light used for many reasons, from eye surgery to gun scopes to laser pointers.					0	-2147483648	-2147483648	-2147483648	0
bold	[bəʊld]		3425	 old hold cold gold bond fold bolt mold bald	Someone who's bold is daring and brave. You might show how bold you are by climbing onto the roof of your house, or by speaking up when you see someone being treated unfairly.					0	-2147483648	-2147483648	-2147483648	0
reluctant	[rɪ'lʌktənt]		3426	 reluctantly reluctance	If the adjective reluctant applies to you, it means that you are undergoing some inner struggle and are unwilling or unable to decide.					0	-2147483648	-2147483648	-2147483648	0
starting	['stɑːtɪŋ]		3427	 startling starving standing sporting						0	-2147483648	-2147483648	-2147483648	0
expertise	[ˌekspɜː'tiːz]		3428		"When you're an expert at something, you show expertise — or an exceptional knowledge of the subject. ""He had expertise in accounting, having excelled in math, but he had even more expertise in dancing, his hobby since a small child."""					0	-2147483648	-2147483648	-2147483648	0
